id,subject,body,label
4179,Tu cuenta fue seleccionada,Obtén descuentos de hasta el 80% solo hoy.,SPAM
4180,Descuento limitado,Inversión segura con retorno garantizado.,SPAM
4181,Oferta exclusiva,Gana un iPhone gratis haciendo clic aquí.,SPAM
4182,Horario de clases,Actualización del estado del proyecto adjunta.,HAM
4183,Dinero rápido,Inversión segura con retorno garantizado.,SPAM
4184,Invitación al evento,Se adjunta comprobante de pago realizado.,HAM
4185,Actualización del proyecto,Adjunto encontrará la agenda de la reunión semanal.,HAM
4186,Agenda de trabajo,Actualización del estado del proyecto adjunta.,HAM
4187,Increíble inversión,Multiplica tu dinero con esta increíble inversión.,SPAM
4188,Compra ahora,Gana un iPhone gratis haciendo clic aquí.,SPAM
4189,Entrega confirmada,Adjunto encontrará la agenda de la reunión semanal.,HAM
4190,Consigue seguidores,Obtén descuentos de hasta el 80% solo hoy.,SPAM
4191,Cita médica,Nos vemos mañana en el evento de networking.,HAM
4192,Entrega confirmada,Gracias por asistir a la capacitación.,HAM
4193,Reunión programada,Gracias por asistir a la capacitación.,HAM
4194,Factura disponible,El horario de las clases ha sido actualizado.,HAM
4195,Invitación al evento,Le recordamos su cita médica programada.,HAM
4196,Oferta exclusiva,Inversión segura con retorno garantizado.,SPAM
4197,Reunión programada,La entrega de su pedido ha sido confirmada.,HAM
4198,Entrega confirmada,El horario de las clases ha sido actualizado.,HAM
4199,Actualización del proyecto,El horario de las clases ha sido actualizado.,HAM
4200,Consigue seguidores,Has sido seleccionado para recibir un premio en efectivo.,SPAM
4201,Resultados del examen,Le recordamos su cita médica programada.,HAM
4202,Reunión programada,La entrega de su pedido ha sido confirmada.,HAM
4203,Increíble inversión,Inversión segura con retorno garantizado.,SPAM
4204,Actualización del proyecto,Le recordamos su cita médica programada.,HAM
4205,Resultados del examen,Le recordamos su cita médica programada.,HAM
4206,Trabajo desde casa,Multiplica tu dinero con esta increíble inversión.,SPAM
4207,Increíble inversión,Has sido seleccionado para recibir un premio en efectivo.,SPAM
4208,Premio garantizado,Accede a tu cuenta y reclama tu premio ahora.,SPAM
4209,Consigue seguidores,Inversión segura con retorno garantizado.,SPAM
4210,Increíble inversión,Obtén descuentos de hasta el 80% solo hoy.,SPAM
4211,Dinero rápido,Consigue miles de seguidores en minutos.,SPAM
4212,Invitación al evento,Se adjunta comprobante de pago realizado.,HAM
4213,Consigue seguidores,Compra ahora y recibe un regalo especial.,SPAM
4214,Invitación al evento,Nos vemos mañana en el evento de networking.,HAM
4215,Cita médica,Aquí están los resultados de su último examen.,HAM
4216,Premio garantizado,Multiplica tu dinero con esta increíble inversión.,SPAM
4217,Factura disponible,Su factura ya está disponible para su revisión.,HAM
4218,Compra ahora,Has sido seleccionado para recibir un premio en efectivo.,SPAM
4219,Oferta exclusiva,Consigue miles de seguidores en minutos.,SPAM
4220,Recordatorio de pago,Le recordamos su cita médica programada.,HAM
4221,Actualización del proyecto,Gracias por asistir a la capacitación.,HAM
4222,Consigue seguidores,Multiplica tu dinero con esta increíble inversión.,SPAM
4223,Premio garantizado,Compra ahora y recibe un regalo especial.,SPAM
4224,Invitación al evento,Actualización del estado del proyecto adjunta.,HAM
4225,Entrega confirmada,La entrega de su pedido ha sido confirmada.,HAM
4226,Consigue seguidores,Multiplica tu dinero con esta increíble inversión.,SPAM
4227,Trabajo desde casa,Trabaja desde casa y gana $500 diarios.,SPAM
4228,Invitación al evento,Actualización del estado del proyecto adjunta.,HAM
4229,Trabajo desde casa,Has sido seleccionado para recibir un premio en efectivo.,SPAM
4230,Premio garantizado,Trabaja desde casa y gana $500 diarios.,SPAM
4231,Oferta exclusiva,Obtén descuentos de hasta el 80% solo hoy.,SPAM
4232,Oferta exclusiva,Accede a tu cuenta y reclama tu premio ahora.,SPAM
4233,Agenda de trabajo,Gracias por asistir a la capacitación.,HAM
4234,Invitación al evento,Aquí están los resultados de su último examen.,HAM
4235,Invitación al evento,La entrega de su pedido ha sido confirmada.,HAM
4236,Hazte rico,Inversión segura con retorno garantizado.,SPAM
4237,Recordatorio de pago,La entrega de su pedido ha sido confirmada.,HAM
4238,Agenda de trabajo,Nos vemos mañana en el evento de networking.,HAM
4239,Increíble inversión,Consigue miles de seguidores en minutos.,SPAM
4240,Premio garantizado,Trabaja desde casa y gana $500 diarios.,SPAM
4241,Cita médica,Actualización del estado del proyecto adjunta.,HAM
4242,Agenda de trabajo,El horario de las clases ha sido actualizado.,HAM
4243,Factura disponible,Nos vemos mañana en el evento de networking.,HAM
4244,Tu cuenta fue seleccionada,Haz clic aquí para reclamar tu recompensa.,SPAM
4245,Agenda de trabajo,Gracias por asistir a la capacitación.,HAM
4246,Cita médica,Adjunto encontrará la agenda de la reunión semanal.,HAM
4247,Compra ahora,Multiplica tu dinero con esta increíble inversión.,SPAM
4248,Cita médica,El horario de las clases ha sido actualizado.,HAM
4249,Descuento limitado,Trabaja desde casa y gana $500 diarios.,SPAM
4250,Cita médica,Nos vemos mañana en el evento de networking.,HAM
4251,Actualización del proyecto,Se adjunta comprobante de pago realizado.,HAM
4252,Premio garantizado,Obtén descuentos de hasta el 80% solo hoy.,SPAM
4253,Horario de clases,La entrega de su pedido ha sido confirmada.,HAM
4254,Increíble inversión,Trabaja desde casa y gana $500 diarios.,SPAM
4255,Tu cuenta fue seleccionada,Obtén descuentos de hasta el 80% solo hoy.,SPAM
4256,Tu cuenta fue seleccionada,Multiplica tu dinero con esta increíble inversión.,SPAM
4257,Horario de clases,Actualización del estado del proyecto adjunta.,HAM
4258,Dinero rápido,Inversión segura con retorno garantizado.,SPAM
4259,Compra ahora,Accede a tu cuenta y reclama tu premio ahora.,SPAM
4260,Recordatorio de pago,Actualización del estado del proyecto adjunta.,HAM
4261,Resultados del examen,El horario de las clases ha sido actualizado.,HAM
4262,Premio garantizado,Accede a tu cuenta y reclama tu premio ahora.,SPAM
4263,Reunión programada,Adjunto encontrará la agenda de la reunión semanal.,HAM
4264,Invitación al evento,El horario de las clases ha sido actualizado.,HAM
4265,Dinero rápido,Compra ahora y recibe un regalo especial.,SPAM
4266,Compra ahora,Haz clic aquí para reclamar tu recompensa.,SPAM
4267,Resultados del examen,La entrega de su pedido ha sido confirmada.,HAM
4268,Consigue seguidores,Compra ahora y recibe un regalo especial.,SPAM
4269,Oferta exclusiva,Haz clic aquí para reclamar tu recompensa.,SPAM
4270,Agenda de trabajo,El horario de las clases ha sido actualizado.,HAM
4271,Increíble inversión,Compra ahora y recibe un regalo especial.,SPAM
4272,Horario de clases,Le recordamos su cita médica programada.,HAM
4273,Reunión programada,Nos vemos mañana en el evento de networking.,HAM
4274,Horario de clases,El horario de las clases ha sido actualizado.,HAM
4275,Increíble inversión,Gana un iPhone gratis haciendo clic aquí.,SPAM
4276,Cita médica,Gracias por asistir a la capacitación.,HAM
4277,Trabajo desde casa,Consigue miles de seguidores en minutos.,SPAM
4278,Tu cuenta fue seleccionada,Consigue miles de seguidores en minutos.,SPAM
4279,Compra ahora,Has sido seleccionado para recibir un premio en efectivo.,SPAM
4280,Increíble inversión,Multiplica tu dinero con esta increíble inversión.,SPAM
4281,Consigue seguidores,Haz clic aquí para reclamar tu recompensa.,SPAM
4282,Oferta exclusiva,Inversión segura con retorno garantizado.,SPAM
4283,Invitación al evento,Su factura ya está disponible para su revisión.,HAM
4284,Factura disponible,El horario de las clases ha sido actualizado.,HAM
4285,Compra ahora,Has sido seleccionado para recibir un premio en efectivo.,SPAM
4286,Trabajo desde casa,Trabaja desde casa y gana $500 diarios.,SPAM
4287,Hazte rico,Haz clic aquí para reclamar tu recompensa.,SPAM
4288,Cita médica,La entrega de su pedido ha sido confirmada.,HAM
4289,Oferta exclusiva,Gana un iPhone gratis haciendo clic aquí.,SPAM
4290,Horario de clases,Nos vemos mañana en el evento de networking.,HAM
4291,Hazte rico,Trabaja desde casa y gana $500 diarios.,SPAM
4292,Compra ahora,Inversión segura con retorno garantizado.,SPAM
4293,Agenda de trabajo,Le recordamos su cita médica programada.,HAM
4294,Trabajo desde casa,Consigue miles de seguidores en minutos.,SPAM
4295,Recordatorio de pago,Gracias por asistir a la capacitación.,HAM
4296,Horario de clases,Adjunto encontrará la agenda de la reunión semanal.,HAM
4297,Factura disponible,Adjunto encontrará la agenda de la reunión semanal.,HAM
4298,Oferta exclusiva,Gana un iPhone gratis haciendo clic aquí.,SPAM
4299,Trabajo desde casa,Compra ahora y recibe un regalo especial.,SPAM
4300,Horario de clases,Le recordamos su cita médica programada.,HAM
4301,Tu cuenta fue seleccionada,Multiplica tu dinero con esta increíble inversión.,SPAM
4302,Consigue seguidores,Gana un iPhone gratis haciendo clic aquí.,SPAM
4303,Dinero rápido,Inversión segura con retorno garantizado.,SPAM
4304,Descuento limitado,Haz clic aquí para reclamar tu recompensa.,SPAM
4305,Hazte rico,Obtén descuentos de hasta el 80% solo hoy.,SPAM
4306,Tu cuenta fue seleccionada,Inversión segura con retorno garantizado.,SPAM
4307,Trabajo desde casa,Inversión segura con retorno garantizado.,SPAM
4308,Dinero rápido,Gana un iPhone gratis haciendo clic aquí.,SPAM
4309,Oferta exclusiva,Trabaja desde casa y gana $500 diarios.,SPAM
4310,Horario de clases,Su factura ya está disponible para su revisión.,HAM
4311,Entrega confirmada,Le recordamos su cita médica programada.,HAM
4312,Entrega confirmada,Actualización del estado del proyecto adjunta.,HAM
4313,Dinero rápido,Obtén descuentos de hasta el 80% solo hoy.,SPAM
4314,Horario de clases,Actualización del estado del proyecto adjunta.,HAM
4315,Premio garantizado,Inversión segura con retorno garantizado.,SPAM
4316,Compra ahora,Has sido seleccionado para recibir un premio en efectivo.,SPAM
4317,Entrega confirmada,Su factura ya está disponible para su revisión.,HAM
4318,Actualización del proyecto,Adjunto encontrará la agenda de la reunión semanal.,HAM
4319,Factura disponible,El horario de las clases ha sido actualizado.,HAM
4320,Tu cuenta fue seleccionada,Consigue miles de seguidores en minutos.,SPAM
4321,Consigue seguidores,Obtén descuentos de hasta el 80% solo hoy.,SPAM
4322,Invitación al evento,Nos vemos mañana en el evento de networking.,HAM
4323,Hazte rico,Trabaja desde casa y gana $500 diarios.,SPAM
4324,Increíble inversión,Gana un iPhone gratis haciendo clic aquí.,SPAM
4325,Oferta exclusiva,Obtén descuentos de hasta el 80% solo hoy.,SPAM
4326,Cita médica,Gracias por asistir a la capacitación.,HAM
4327,Trabajo desde casa,Haz clic aquí para reclamar tu recompensa.,SPAM
4328,Reunión programada,Aquí están los resultados de su último examen.,HAM
4329,Invitación al evento,Se adjunta comprobante de pago realizado.,HAM
4330,Compra ahora,Haz clic aquí para reclamar tu recompensa.,SPAM
4331,Tu cuenta fue seleccionada,Has sido seleccionado para recibir un premio en efectivo.,SPAM
4332,Premio garantizado,Inversión segura con retorno garantizado.,SPAM
4333,Factura disponible,La entrega de su pedido ha sido confirmada.,HAM
4334,Agenda de trabajo,Gracias por asistir a la capacitación.,HAM
4335,Descuento limitado,Accede a tu cuenta y reclama tu premio ahora.,SPAM
4336,Cita médica,La entrega de su pedido ha sido confirmada.,HAM
4337,Reunión programada,Actualización del estado del proyecto adjunta.,HAM
4338,Tu cuenta fue seleccionada,Accede a tu cuenta y reclama tu premio ahora.,SPAM
4339,Oferta exclusiva,Consigue miles de seguidores en minutos.,SPAM
4340,Compra ahora,Haz clic aquí para reclamar tu recompensa.,SPAM
4341,Cita médica,Adjunto encontrará la agenda de la reunión semanal.,HAM
4342,Horario de clases,Le recordamos su cita médica programada.,HAM
4343,Tu cuenta fue seleccionada,Trabaja desde casa y gana $500 diarios.,SPAM
4344,Invitación al evento,Aquí están los resultados de su último examen.,HAM
4345,Hazte rico,Gana un iPhone gratis haciendo clic aquí.,SPAM
4346,Premio garantizado,Obtén descuentos de hasta el 80% solo hoy.,SPAM
4347,Hazte rico,Accede a tu cuenta y reclama tu premio ahora.,SPAM
4348,Horario de clases,Su factura ya está disponible para su revisión.,HAM
4349,Oferta exclusiva,Accede a tu cuenta y reclama tu premio ahora.,SPAM
4350,Horario de clases,Aquí están los resultados de su último examen.,HAM
4351,Cita médica,Adjunto encontrará la agenda de la reunión semanal.,HAM
4352,Factura disponible,Adjunto encontrará la agenda de la reunión semanal.,HAM
4353,Tu cuenta fue seleccionada,Has sido seleccionado para recibir un premio en efectivo.,SPAM
4354,Resultados del examen,Su factura ya está disponible para su revisión.,HAM
4355,Actualización del proyecto,Gracias por asistir a la capacitación.,HAM
4356,Cita médica,Su factura ya está disponible para su revisión.,HAM
4357,Cita médica,Le recordamos su cita médica programada.,HAM
4358,Recordatorio de pago,Actualización del estado del proyecto adjunta.,HAM
4359,Tu cuenta fue seleccionada,Obtén descuentos de hasta el 80% solo hoy.,SPAM
4360,Dinero rápido,Consigue miles de seguidores en minutos.,SPAM
4361,Consigue seguidores,Has sido seleccionado para recibir un premio en efectivo.,SPAM
4362,Reunión programada,Adjunto encontrará la agenda de la reunión semanal.,HAM
4363,Increíble inversión,Haz clic aquí para reclamar tu recompensa.,SPAM
4364,Recordatorio de pago,Adjunto encontrará la agenda de la reunión semanal.,HAM
4365,Agenda de trabajo,Gracias por asistir a la capacitación.,HAM
4366,Recordatorio de pago,Gracias por asistir a la capacitación.,HAM
4367,Factura disponible,Le recordamos su cita médica programada.,HAM
4368,Resultados del examen,Aquí están los resultados de su último examen.,HAM
4369,Reunión programada,Nos vemos mañana en el evento de networking.,HAM
4370,Descuento limitado,Compra ahora y recibe un regalo especial.,SPAM
4371,Factura disponible,Adjunto encontrará la agenda de la reunión semanal.,HAM
4372,Dinero rápido,Multiplica tu dinero con esta increíble inversión.,SPAM
4373,Invitación al evento,La entrega de su pedido ha sido confirmada.,HAM
4374,Trabajo desde casa,Haz clic aquí para reclamar tu recompensa.,SPAM
4375,Cita médica,Su factura ya está disponible para su revisión.,HAM
4376,Dinero rápido,Inversión segura con retorno garantizado.,SPAM
4377,Tu cuenta fue seleccionada,Compra ahora y recibe un regalo especial.,SPAM
4378,Hazte rico,Compra ahora y recibe un regalo especial.,SPAM
4379,Dinero rápido,Has sido seleccionado para recibir un premio en efectivo.,SPAM
4380,Tu cuenta fue seleccionada,Gana un iPhone gratis haciendo clic aquí.,SPAM
4381,Agenda de trabajo,Aquí están los resultados de su último examen.,HAM
4382,Agenda de trabajo,El horario de las clases ha sido actualizado.,HAM
4383,Increíble inversión,Multiplica tu dinero con esta increíble inversión.,SPAM
4384,Actualización del proyecto,El horario de las clases ha sido actualizado.,HAM
4385,Hazte rico,Multiplica tu dinero con esta increíble inversión.,SPAM
4386,Consigue seguidores,Obtén descuentos de hasta el 80% solo hoy.,SPAM
4387,Horario de clases,Su factura ya está disponible para su revisión.,HAM
